["Angelina County, Texas","65176","5811","48","005"],
["Anne Arundel County, Maryland","423092","51486","24","003"],
["Anoka County, Minnesota","260603","21154","27","003"],
["Anson County, North Carolina","20560","2029","37","007"],
["Antrim County, Michigan","18737","1991","26","009"],
["Apache County, Arizona","50815","2109","04","001"],
["Aransas County, Texas","18248","2399","48","007"],
["Arapahoe County, Colorado","476229","42682","08","005"],
["Arecibo Municipio, Puerto Rico","71451","2138","72","013"],
["Arlington County, Virginia","186885","12719","51","013"],
["Armstrong County, Pennsylvania","53907","5514","42","005"],
["Aroostook County, Maine","56063","5365","23","003"],
["Ascension Parish, Louisiana","86433","4234","22","005"],
["Ashe County, North Carolina","22018","1471","37","009"],
["Ashland County, Ohio","40785","3529","39","005"],
["Ashley County, Arkansas","16504","1140","05","003"],
["Ashtabula County, Ohio","76533","7760","39","007"],
["Asotin County, Washington","18684","2833","53","003"],
["Assumption Parish, Louisiana","18534","797","22","007"],
["Atascosa County, Texas","34811","2835","48","013"],
["Athens County, Ohio","55915","3466","39","009"],
["Atlantic County, New Jersey","213338","14262","34","001"],
["Audrain County, Missouri","20334","1759","29","007"],
["Auglaize County, Ohio","34790","2906","39","011"],
["Augusta County, Virginia","59625","5427","51","015"],
["Austin County, Texas","22435","1672","48","015"],
["Autauga County, Alabama","41385","5013","01","001"],
["Avoyelles Parish, Louisiana","31383","2652","22","009"],
["Baker County, Florida","21793","2366","12","003"],
["Baldwin County, Alabama","158783","21873","01","003"],
["Baldwin County, Georgia","36620","2583","13","009"],
["Baltimore County, Maryland","651277","44238","24","005"],
["Baltimore city, Maryland","490041","29540","24","510"],
["Bandera County, Texas","15991","2396","48","019"],
["Bannock County, Idaho","61208","5180","16","005"],
["Barbour County, Alabama","20717","1423","01","005"],
["Barceloneta Municipio, Puerto Rico",null,null,"72","017"],
["Barnstable County, Massachusetts","179776","19340","25","001"],
["Barnwell County, South Carolina","16772","1060","45","011"],
["Barranquitas Municipio, Puerto Rico",null,null,"72","019"],
["Barren County, Kentucky","32844","2004","21","009"],
["Barron County, Wisconsin","36031","3406","55","005"],
["Barrow County, Georgia","55020","5144","13","013"],
["Barry County, Michigan","46090","3715","26","015"],
["Barry County, Missouri","27757","2699","29","009"],
["Bartholomew County, Indiana","61544","3684","18","005"],
["Barton County, Kansas","20497","1995","20","009"],
["Bartow County, Georgia","76690","7030","13","015"],
["Bastrop County, Texas","59997","5871","48","021"],
["Baxter County, Arkansas","33979","4173","05","005"],
["Bay County, Florida","138577","22073","12","005"],
["Bay County, Michigan","83459","7329","26","017"],
["Bayamón Municipio, Puerto Rico","151609","5064","72","021"],
["Beaufort County, North Carolina","37647","3938","37","013"],
["Beaufort County, South Carolina","138610","18154","45","013"],
["Beauregard Parish, Louisiana","27058","3746","22","011"],
["Beaver County, Pennsylvania","135618","13190","42","007"],
["Becker County, Minnesota","25166","2970","27","005"],
["Beckham County, Oklahoma","15132","1057","40","009"],
["Bedford County, Pennsylvania","38810","3867","42","009"],
["Bedford County, Tennessee","34845","3582","47","003"],
["Bedford County, Virginia","61744","6669","51","019"],
["Bee County, Texas","27286","1959","48","025"],
["Belknap County, New Hampshire","48754","5266","33","001"],
["Bell County, Kentucky","21538","1282","21","013"],
["Bell County, Texas","219684","46846","48","027"],
["Belmont County, Ohio","55965","5119","39","013"],
["Beltrami County, Minnesota","34312","2542","27","007"],
["Bennington County, Vermont","29315","2882","50","003"],
["Benton County, Arkansas","182601","14597","05","007"],
["Benton County, Iowa","19423","1758","19","011"],
["Benton County, Minnesota","29979","2379","27","009"],
["Benton County, Oregon","72959","5842","41","003"],
["Benton County, Washington","138992","13237","53","005"],
["Bergen County, New Jersey","737027","26777","34","003"],
["Berkeley County, South Carolina","149514","19494","45","015"],
["Berkeley County, West Virginia","84680","9603","54","003"],
["Berks County, Pennsylvania","320882","21799","42","011"],
["Berkshire County, Massachusetts","105420","8873","25","003"],
["Bernalillo County, New Mexico","520288","47740","35","001"],
["Berrien County, Michigan","120060","10635","26","021"],
["Bertie County, North Carolina","16985","860","37","015"],
["Bexar County, Texas","1386745","155367","48","029"],
["Bibb County, Alabama","16850","1299","01","007"],
["Bibb County, Georgia","115148","10735","13","021"],
["Bingham County, Idaho","30814","2064","16","011"],
["Black Hawk County, Iowa","104615","8425","19","013"],
["Bladen County, North Carolina","26927","1623","37","017"],
["Blaine County, Idaho","15658","1306","16","013"],
["Blair County, Pennsylvania","99712","9031","42","013"],
["Blount County, Alabama","44294","3580","01","009"],
["Blount County, Tennessee","100546","9459","47","009"],
["Blue Earth County, Minnesota","53167","2902","27","013"],
["Bolivar County, Mississippi","24918","871","28","011"],
["Bonner County, Idaho","33601","4678","16","017"],
["Bonneville County, Idaho","75859","7280","16","019"],
["Boone County, Arkansas","28875","3886","05","009"],
["Boone County, Illinois","39043","2566","17","007"],
["Boone County, Indiana","46183","3618","18","011"],
["Boone County, Iowa","20653","2082","19","015"],
["Boone County, Kentucky","92830","7236","21","015"],
["Boone County, Missouri","138927","9939","29","019"],
["Boone County, West Virginia","18127","1344","54","005"],
["Bossier Parish, Louisiana","89143","12882","22","015"],
["Botetourt County, Virginia","26662","3028","51","023"],
["Boulder County, Colorado","256122","14540","08","013"],
["Bourbon County, Kentucky","16014","1340","21","017"],
["Bowie County, Texas","70674","6604","48","037"],
["Box Elder County, Utah","35162","2365","49","003"],
["Boyd County, Kentucky","38024","4016","21","019"],
["Boyle County, Kentucky","23548","1517","21","021"],
["Bradford County, Florida","21186","2329","12","007"],
["Bradford County, Pennsylvania","47693","6048","42","015"],
["Bradley County, Tennessee","80468","7813","47","011"],
["Branch County, Michigan","33419","3280","26","023"],
["Brazoria County, Texas","253910","17804","48","039"],
["Brazos County, Texas","170808","7680","48","041"],
["Breckinridge County, Kentucky","16080","1191","21","027"],
["Bremer County, Iowa","19368","1529","19","017"],
["Brevard County, Florida","461394","65171","12","009"],
["Bristol County, Massachusetts","440033","27826","25","005"],
["Bristol County, Rhode Island","39714","3023","44","001"],
["Bronx County, New York","1086452","27504","36","005"],
["Brooke County, West Virginia","20073","2166","54","009"],
["Brookings County, South Dakota","27144","1780","46","011"],
["Broome County, New York","158134","12899","36","007"],
["Broomfield County, Colorado","49212","3966","08","014"],
["Broward County, Florida","1488363","79720","12","011"],
["Brown County, Minnesota","19837","1767","27","015"],
["Brown County, Ohio","33636","3237","39","015"],
["Brown County, South Dakota","29602","2689","46","013"],
["Brown County, Texas","29320","2238","48","049"],
["Brown County, Wisconsin","195875","14992","55","009"],
["Brunswick County, North Carolina","102252","12885","37","019"],
["Bryan County, Georgia","25133","3267","13","029"],
["Bryan County, Oklahoma","34319","3314","40","013"],
["Buchanan County, Iowa","15293","1339","19","019"],
["Buchanan County, Missouri","68735","6799","29","021"],
["Buchanan County, Virginia","18179","492","51","027"],
["Bucks County, Pennsylvania","494758","37155","42","017"],
["Buena Vista County, Iowa","15367","1068","19","021"],
["Buffalo County, Nebraska","37439","2019","31","019"],
["Bullitt County, Kentucky","60326","5349","21","029"],
["Bulloch County, Georgia","57783","4504","13","031"],
["Buncombe County, North Carolina","204391","17254","37","021"],
["Bureau County, Illinois","26075","2613","17","011"],
["Burke County, Georgia","17444","1602","13","033"],
["Burke County, North Carolina","71262","5668","37","023"],
["Burleigh County, North Dakota","72378","5170","38","015"],
["Burlington County, New Jersey","348710","30451","34","005"],
["Burnet County, Texas","36077","3694","48","053"],
["Butler County, Alabama","14534","1111","01","013"],
["Butler County, Kansas","49387","5710","20","015"],
["Butler County, Missouri","32810","3270","29","023"],
["Butler County, Ohio","286117","23716","39","017"],
["Butler County, Pennsylvania","148363","14350","42","019"],
["Butte County, California","180063","15884","06","007"],
["Butts County, Georgia","18584","1772","13","035"],
["Cabarrus County, North Carolina","145255","11932","37","025"],
["Cabell County, West Virginia","77107","7854","54","011"],
["Cabo Rojo Municipio, Puerto Rico",null,null,"72","023"],
["Cache County, Utah","83749","3051","49","005"],
["Caddo County, Oklahoma","21850","2481","40","015"],
["Caddo Parish, Louisiana","189212","17977","22","017"],
["Caguas Municipio, Puerto Rico","105883","3306","72","025"],
["Calaveras County, California","37207","4578","06","009"],
["Calcasieu Parish, Louisiana","149314","13406","22","019"],
["Caldwell County, North Carolina","64282","6185","37","027"],
["Caldwell County, Texas","30801","2203","48","055"],
["Caledonia County, Vermont","24668","1892","50","005"],
["Calhoun County, Alabama","89968","10367","01","015"],
["Calhoun County, Michigan","103081","10895","26","025"],
["Calhoun County, Texas","16502","1168","48","057"],
["Callaway County, Missouri","34926","3304","29","027"],
["Calloway County, Kentucky","31519","1733","21","035"],
["Calumet County, Wisconsin","37224","2608","55","015"],
["Calvert County, Maryland","68445","10054","24","009"],
["Cambria County, Pennsylvania","110055","11994","42","021"],
["Camden County, Georgia","35591","6239","13","039"],
["Camden County, Missouri","36156","4688","29","029"],
["Camden County, New Jersey","392225","24442","34","007"],
["Cameron County, Texas","290086","13493","48","061"],
["Campbell County, Kentucky","72355","6700","21","037"],
["Campbell County, Tennessee","31473","2732","47","013"],
["Campbell County, Virginia","44044","3991","51","031"],
["Campbell County, Wyoming","35599","3328","56","005"],
["Camuy Municipio, Puerto Rico","26157","740","72","027"],
["Canadian County, Oklahoma","97887","10254","40","017"],
["Canóvanas Municipio, Puerto Rico","36131","1651","72","029"],
["Canyon County, Idaho","145573","11697","16","027"],
["Cape Girardeau County, Missouri","61204","5606","29","031"],
["Cape May County, New Jersey","76842","7611","34","009"],
["Carbon County, Pennsylvania","51199","5166","42","025"],
["Carbon County, Utah","15042","1045","49","007"],
["Carlton County, Minnesota","27609","2861","27","017"],
["Carolina Municipio, Puerto Rico","129108","5702","72","031"],
["Caroline County, Maryland","24878","2297","24","011"],
["Caroline County, Virginia","21677","2736","51","033"],
["Carroll County, Arkansas","21483","1881","05","015"],
["Carroll County, Georgia","86863","5713","13","045"],
["Carroll County, Iowa","15494","1430","19","027"],
["Carroll County, Maryland","130406","10313","24","013"],
["Carroll County, New Hampshire","39171","3474","33","003"],
["Carroll County, Ohio","21907","1802","39","019"],
["Carroll County, Tennessee","21926","1948","47","017"],
["Carroll County, Virginia","22587","2186","51","035"],
["Carson City, Nevada","43278","5163","32","510"],
["Carter County, Kentucky","22519","1227","21","043"],
["Carter County, Oklahoma","36368","3106","40","019"],
["Carter County, Tennessee","45648","5097","47","019"],
["Carteret County, North Carolina","55230","7276","37","031"],
["Carver County, Minnesota","71518","5126","27","019"],
["Cascade County, Montana","61490","8702","30","013"],
["Cass County, Indiana","28989","3074","18","017"],
["Cass County, Michigan","40847","3813","26","027"],
["Cass County, Minnesota","22652","3030","27","021"],
["Cass County, Missouri","76096","8031","29","037"],
["Cass County, Nebraska","18933","2074","31","025"],
["Cass County, North Dakota","133378","9373","38","017"],
["Cass County, Texas","23325","2781","48","067"],
["Cassia County, Idaho","16000","1583","16","031"],
["Caswell County, North Carolina","18845","2721","37","033"],
["Cataño Municipio, Puerto Rico","19861","678","72","033"],
["Catawba County, North Carolina","120019","8331","37","035"],
["Catoosa County, Georgia","51383","4232","13","047"],
["Cattaraugus County, New York","60463","7078","36","009"],
["Cayey Municipio, Puerto Rico",null,null,"72","035"],
["Cayuga County, New York","62087","5644","36","011"],
["Cecil County, Maryland","78502","6010","24","015"],
["Centre County, Pennsylvania","136435","9201","42","027"],
["Cerro Gordo County, Iowa","34117","3273","19","033"],
["Chambers County, Alabama","26832","2329","01","017"],
["Chambers County, Texas","28000","2060","48","071"],
["Champaign County, Illinois","168929","10069","17","019"],
["Champaign County, Ohio","29885","3250","39","021"],
["Charles County, Maryland","116469","15285","24","017"],
["Charleston County, South Carolina","308889","28693","45","019"],
["Charlevoix County, Michigan","20718","1982","26","029"],
["Charlotte County, Florida","151085","22282","12","015"],
["Charlottesville city, Virginia","39678","1833","51","540"],
["Chatham County, Georgia","220013","23769","13","051"],
["Chatham County, North Carolina","56667","4956","37","037"],
["Chattooga County, Georgia","20064","1633","13","055"],
["Chautauqua County, New York","103436","8768","36","013"],
["Chaves County, New Mexico","48153","5094","35","005"],
["Cheatham County, Tennessee","30855","3147","47","021"],
["Cheboygan County, Michigan","20937","2545","26","031"],
["Chelan County, Washington","57350","5126","53","007"],
["Chemung County, New York","68431","6185","36","015"],
["Chenango County, New York","38932","3838","36","017"],
["Cherokee County, Alabama","18127","1933","01","019"],
["Cherokee County, Georgia","175065","13657","13","057"],
["Cherokee County, Kansas","15645","1004","20","021"],
["Cherokee County, North Carolina","21282","1876","37","039"],
["Cherokee County, Oklahoma","37295","3411","40","021"],
["Cherokee County, South Carolina","42815","3360","45","021"],
["Cherokee County, Texas","38301","3227","48","073"],
["Chesapeake city, Virginia","170226","29772","51","550"],
["Cheshire County, New Hampshire","62077","6489","33","005"],
["Chester County, Pennsylvania","395564","25405","42","029"],
["Chester County, South Carolina","24828","2178","45","023"],
["Chesterfield County, South Carolina","35429","2245","45","025"],
["Chesterfield County, Virginia","253463","25199","51","041"],
["Chilton County, Alabama","33241","2993","01","021"],
["Chippewa County, Michigan","30730","3072","26","033"],
["Chippewa County, Wisconsin","48694","4182","55","017"],
["Chisago County, Minnesota","41679","3680","27","025"],
["Chittenden County, Vermont","131590","7657","50","007"],
["Christian County, Illinois","26579","2774","17","021"],
["Christian County, Kentucky","45562","6753","21","047"],
["Christian County, Missouri","61222","6310","29","043"],
["Churchill County, Nevada","17300","2547","32","001"],
["Cibola County, New Mexico","21277","1753","35","006"],
["Cidra Municipio, Puerto Rico","32196","553","72","041"],
["Citrus County, Florida","119894","18812","12","017"],
["Clackamas County, Oregon","312898","29965","41","005"],
["Claiborne County, Tennessee","25588","1949","47","025"],
["Clallam County, Washington","60537","9263","53","009"],
["Clare County, Michigan","24502","2455","26","035"],
["Clarendon County, South Carolina","26760","2797","45","027"],
["Clarion County, Pennsylvania","32094","2760","42","031"],
["Clark County, Arkansas","19052","2687","05","019"],
["Clark County, Indiana","88466","9631","18","019"],
["Clark County, Kentucky","27576","2458","21","049"],
["Clark County, Nevada","1609239","143868","32","003"],
["Clark County, Ohio","104720","12923","39","023"],
["Clark County, Washington","344668","33323","53","011"],
["Clark County, Wisconsin","24425","2190","55","019"],
["Clarke County, Alabama","19560","1106","01","025"],
["Clarke County, Georgia","102164","4061","13","059"],
["Clatsop County, Oregon","29760","3960","41","007"],
["Clay County, Florida","152902","24202","12","019"],
["Clay County, Indiana","20429","1715","18","021"],
["Clay County, Kentucky","17437","836","21","051"],
["Clay County, Minnesota","47860","3751","27","027"],
["Clay County, Mississippi","15942","1173","28","025"],
["Clay County, Missouri","177749","14802","29","047"],
["Clayton County, Georgia","196714","15734","13","063"],
["Clearfield County, Pennsylvania","65477","6731","42","033"],
["Cleburne County, Arkansas","20316","2845","05","023"],
["Clermont County, Ohio","154169","14541","39","025"],
["Cleveland County, North Carolina","75910","5503","37","045"],
["Cleveland County, Oklahoma","212307","18763","40","027"],
["Clinton County, Illinois","29363","2565","17","027"],
["Clinton County, Indiana","24206","1643","18","023"],
["Clinton County, Iowa","36420","4248","19","045"],
["Clinton County, Michigan","59912","5344","26","037"],
["Clinton County, Missouri","15582","1915","29","049"],
["Clinton County, New York","66894","6846","36","019"],
["Clinton County, Ohio","32017","2634","39","027"],
["Clinton County, Pennsylvania","31562","3235","42","035"],
["Coahoma County, Mississippi","17756","1455","28","027"],
["Coamo Municipio, Puerto Rico","30933","1667","72","043"],
["Cobb County, Georgia","558985","40890","13","067"],
["Cochise County, Arizona","95167","16739","04","003"],
["Cocke County, Tennessee","28170","2923","47","029"],
["Coconino County, Arizona","109645","8706","04","005"],
["Codington County, South Dakota","21482","1850","46","029"],
["Coffee County, Alabama","38621","6104","01","031"],
["Coffee County, Georgia","32407","2253","13","069"],
["Coffee County, Tennessee","41217","4213","47","031"],
["Colbert County, Alabama","42460","3865","01","033"],
["Cole County, Missouri","59082","7057","29","051"],
["Coles County, Illinois","42842","2441","17","029"],
["Colleton County, South Carolina","29095","3173","45","029"],
["Collier County, Florida","293208","29442","12","021"],
["Collin County, Texas","667094","42188","48","085"],
["Colorado County, Texas","15863","988","48","089"],
["Colquitt County, Georgia","33524","2617","13","071"],
["Columbia County, Arkansas","18967","1260","05","027"],
["Columbia County, Florida","53519","8502","12","023"],
["Columbia County, Georgia","103459","14407","13","073"],
["Columbia County, New York","50324","4511","36","021"],
["Columbia County, Oregon","38899","4933","41","009"],
["Columbia County, Pennsylvania","54673","4037","42","037"],
["Columbia County, Wisconsin","44008","4272","55","021"],
["Columbiana County, Ohio","83022","8972","39","029"],
["Columbus County, North Carolina","44132","4162","37","047"],
["Colusa County, California","15378","1137","06","011"],
["Comal County, Texas","98873","11966","48","091"],
["Comanche County, Oklahoma","85461","15011","40","031"],
["Comerío Municipio, Puerto Rico",null,null,"72","045"],
["Concordia Parish, Louisiana","15338","369","22","029"],
["Contra Costa County, California","864858","50168","06","013"],
["Conway County, Arkansas","16587","2080","05","029"],
["Cook County, Illinois","4061436","163313","17","031"],
["Cooke County, Texas","29733","2220","48","097"],
["Coos County, New Hampshire","25973","2645","33","007"],
["Coos County, Oregon","51159","7872","41","011"],
["Copiah County, Mississippi","20969","1038","28","029"],
["Corozal Municipio, Puerto Rico",null,null,"72","047"],
["Cortland County, New York","39136","2409","36","023"],
["Coryell County, Texas","49021","10086","48","099"],
["Coshocton County, Ohio","27841","2792","39","031"],
["Covington County, Alabama","29226","3012","01","039"],
["Coweta County, Georgia","103078","11140","13","077"],
["Cowley County, Kansas","27251","1776","20","035"],
["Cowlitz County, Washington","79654","9044","53","015"],
["Craighead County, Arkansas","78504","5823","05","031"],
["Craven County, North Carolina","75221","11923","37","049"],
["Crawford County, Arkansas","46418","4501","05","033"],
["Crawford County, Kansas","30113","2641","20","037"],
["Crawford County, Missouri","19120","2220","29","055"],
["Crawford County, Ohio","33000","3491","39","033"],
["Crawford County, Pennsylvania","68217","5962","42","039"],
["Creek County, Oklahoma","53652","5785","40","037"],
["Crisp County, Georgia","16559","1334","13","081"],
["Crittenden County, Arkansas","35448","2762","05","035"],
["Crook County, Oregon","18353","2171","41","013"],
["Crow Wing County, Minnesota","49386","5375","27","035"],
["Cullman County, Alabama","63607","5195","01","043"],
["Culpeper County, Virginia","37037","4345","51","047"],
["Cumberland County, Maine","233661","19698","23","005"],
["Cumberland County, New Jersey","119268","6646","34","011"],
["Cumberland County, North Carolina","218320","43556","37","051"],
["Cumberland County, Pennsylvania","195914","20303","42","041"],
["Cumberland County, Tennessee","48116","7043","47","035"],
["Currituck County, North Carolina","19797","3109","37","053"],
["Curry County, New Mexico","33477","3581","35","009"],
["Curry County, Oregon","19966","3178","41","015"],
["Custer County, Oklahoma","22286","1539","40","039"],
["Cuyahoga County, Ohio","987542","69210","39","035"],
["Dakota County, Minnesota","311552","25466","27","037"],
["Dakota County, Nebraska","14773","903","31","043"],
["Dale County, Alabama","36047","6951","01","045"],
["Dallas County, Alabama","30789","2281","01","047"],
["Dallas County, Iowa","56854","3790","19","049"],
["Dallas County, Texas","1870077","91975","48","113"],
["Dane County, Wisconsin","413586","24474","55","025"],
["Danville city, Virginia","32568","3079","51","590"],
["Dare County, North Carolina","29179","3129","37","055"],
["Darke County, Ohio","39792","3374","39","037"],
["Darlington County, South Carolina","52096","4773","45","031"],
["Dauphin County, Pennsylvania","211418","17417","42","043"],
["Davidson County, North Carolina","127563","10056","37","057"],
["Davidson County, Tennessee","532857","29244","47","037"],
["Davie County, North Carolina","32729","4085","37","059"],
["Daviess County, Indiana","23510","1971","18","027"],
["Daviess County, Kentucky","75118","5897","21","059"],
["Davis County, Utah","223374","15869","49","011"],
["Dawson County, Georgia","18343","1647","13","085"],
["Dawson County, Nebraska","17237","1230","31","047"],
["De Soto Parish, Louisiana","20523","1436","22","031"],
["DeKalb County, Alabama","53153","2917","01","049"],
["DeKalb County, Georgia","561253","37549","13","089"],
["DeKalb County, Illinois","81469","5323","17","037"],
["DeKalb County, Indiana","32061","2419","18","033"],
["DeSoto County, Florida","27583","2198","12","027"],
["DeSoto County, Mississippi","127369","10378","28","033"],
["DeWitt County, Texas","16365","1591","48","123"],
["Dearborn County, Indiana","38055","3056","18","029"],
["Decatur County, Georgia","20434","1135","13","087"],
["Decatur County, Indiana","20135","1126","18","031"],
["Defiance County, Ohio","28908","2347","39","039"],
["Del Norte County, California","21354","1615","06","015"],
["Delaware County, Indiana","94198","5915","18","035"],
["Delaware County, New York","37855","3294","36","025"],
["Delaware County, Ohio","139939","9439","39","041"],
["Delaware County, Oklahoma","32739","3857","40","041"],
["Delaware County, Pennsylvania","438518","27912","42","045"],
["Delta County, Colorado","23812","2753","08","029"],
["Delta County, Michigan","29025","3161","26","041"],
["Denton County, Texas","578755","40727","48","121"],
["Denver County, Colorado","541418","29363","08","031"],
["Des Moines County, Iowa","30895","3253","19","057"],
["Deschutes County, Oregon","138275","13942","41","017"],
["Dickinson County, Michigan","20600","2769","26","043"],
["Dickson County, Tennessee","39381","3194","47","043"],
["Dillon County, South Carolina","23813","1651","45","033"],
["Dinwiddie County, Virginia","23221","1345","51","053"],
["District of Columbia, District of Columbia","550226","25963","11","001"],
["Dodge County, Georgia","15706","1418","13","091"],
["Dodge County, Minnesota","14904","890","27","039"],
["Dodge County, Nebraska","28066","3253","31","053"],
["Dodge County, Wisconsin","69615","5658","55","027"],
["Doña Ana County, New Mexico","158901","15612","35","013"],
["Door County, Wisconsin","23100","2414","55","029"],
["Dorado Municipio, Puerto Rico",null,null,"72","051"],
["Dorchester County, Maryland","25449","2239","24","019"],
["Dorchester County, South Carolina","112001","16784","45","035"],
["Dougherty County, Georgia","68734","6856","13","095"],
["Douglas County, Colorado","231968","18511","08","035"],
["Douglas County, Georgia","103194","10355","13","097"],
["Douglas County, Kansas","95566","4329","20","045"],
["Douglas County, Minnesota","29527","2715","27","041"],
["Douglas County, Nebraska","406815","29597","31","055"],
["Douglas County, Nevada","39176","5527","32","005"],
["Douglas County, Oregon","86950","13285","41","019"],
["Douglas County, Washington","29813","2500","53","017"],
["Douglas County, Wisconsin","34720","3802","55","031"],
["DuPage County, Illinois","716748","34427","17","043"],
["Dubois County, Indiana","32276","2289","18","037"],
["Dubuque County, Iowa","74631","6185","19","061"],
["Duchesne County, Utah","14303","1095","49","013"],
["Dunklin County, Missouri","22950","1651","29","069"],
["Dunn County, Wisconsin","35633","2406","55","033"],
["Duplin County, North Carolina","44687","3018","37","061"],
["Durham County, North Carolina","235338","15187","37","063"],
["Dutchess County, New York","237386","14453","36","027"],
["Duval County, Florida","693220","79648","12","031"],
["Dyer County, Tennessee","28723","2461","47","045"],
["Eagle County, Colorado","41040","2218","08","037"],
["East Baton Rouge Parish, Louisiana","344731","22557","22","033"],
["Eaton County, Michigan","85421","6830","26","045"],
["Eau Claire County, Wisconsin","80967","5491","55","035"],
["Ector County, Texas","111591","7076","48","135"],
["Eddy County, New Mexico","42187","4642","35","015"],
["Edgecombe County, North Carolina","41386","2808","37","065"],
["Edgefield County, South Carolina","20395","1749","45","037"],
["Effingham County, Georgia","41345","5358","13","103"],
["Effingham County, Illinois","26181","1972","17","049"],
["El Dorado County, California","146543","15169","06","017"],
["El Paso County, Colorado","480432","81018","08","041"],
["El Paso County, Texas","582492","52261","48","141"],
["Elbert County, Colorado","19324","2094","08","039"],
["Elk County, Pennsylvania","24740","2884","42","047"],
["Elkhart County, Indiana","146549","8990","18","039"],
["Elko County, Nevada","37477","2191","32","007"],
["Ellis County, Kansas","23116","1658","20","051"],
["Ellis County, Texas","119493","11681","48","139"],
["Elmore County, Alabama","62257","6095","01","051"],
["Elmore County, Idaho","17810","4439","16","039"],
["Emanuel County, Georgia","18159","1144","13","107"],
["Emmet County, Michigan","26504","2350","26","047"],
["Erath County, Texas","32490","2027","48","143"],
["Erie County, New York","732337","54532","36","029"],
["Erie County, Ohio","59838","6238","39","043"],
["Erie County, Pennsylvania","217571","21626","42","049"],
["Escambia County, Alabama","29409","2469","01","053"],
["Escambia County, Florida","236940","38080","12","033"],
["Essex County, Massachusetts","606274","36642","25","009"],
["Essex County, New Jersey","606167","19911","34","013"],
["Essex County, New York","31900","3906","36","031"],
["Etowah County, Alabama","80473","6297","01","055"],
["Evangeline Parish, Louisiana","25048","1032","22","039"],
["Fairbanks North Star Borough, Alaska","69419","11342","02","090"],
["Fairfax County, Virginia","858995","75158","51","059"],
["Fairfax city, Virginia","19648","1544","51","600"],
["Fairfield County, Connecticut","726995","32781","09","001"],
["Fairfield County, Ohio","114577","11211","39","045"],
["Fairfield County, South Carolina","19788","1395","45","039"],
["Fajardo Municipio, Puerto Rico","25866","1118","72","053"],
["Fannin County, Georgia","20493","1753","13","111"],
["Fannin County, Texas","26661","3501","48","147"],
["Faulkner County, Arkansas","91638","8050","05","045"],
["Fauquier County, Virginia","52447","5275","51","061"],
["Fayette County, Georgia","84610","10084","13","113"],
["Fayette County, Illinois","17332","1147","17","051"],
["Fayette County, Indiana","18968","1593","18","041"],
["Fayette County, Iowa","15791","1202","19","065"],
["Fayette County, Kentucky","248361","16661","21","067"],
["Fayette County, Ohio","21891","2675","39","047"],
["Fayette County, Pennsylvania","107291","9576","42","051"],
["Fayette County, Tennessee","30991","2512","47","047"],
["Fayette County, Texas","19826","1740","48","149"],
["Fayette County, West Virginia","35676","4191","54","019"],
["Fillmore County, Minnesota","15784","1423","27","045"],
["Finney County, Kansas","25880","930","20","055"],
["Flagler County, Florida","86494","10440","12","035"],
